title,genre,duration_min,release_year,rating
Appear away,Horror,125.16,1980,2.4
Film mission,Drama,126.44,2017,2.6
Day garden TV,Sci-Fi,108.32,2001,3.2
Own charge else,Thriller,108.28,2024,3.4
Think expect in,Drama,118.86,1986,3.6
World everything accept structure,Action,142.32,2021,3.8
Report fly,Drama,169.18,1981,4.3
Up defense outside resource,Documentary,88.02,2018,4.8
Top individual,Drama,41.41,2015,4.1
Recognize you,Sci-Fi,156.26,2006,2.8
Crime almost pull,Horror,95.12,2017,2.3
Election doctor,Comedy,109.79,2004,2.0
Whose main marriage,Thriller,29.7,2001,3.3
Ground almost,Thriller,108.3,1980,2.6
Your yourself,Comedy,82.77,1993,4.3
Leader sport term,Thriller,127.99,2007,3.6
Environmental picture,Comedy,116.52,2025,4.2
Standard,Documentary,70.11,1985,4.8
Life play,Horror,171.92,2018,2.2
President,Drama,143.81,1996,4.3
Difference crime,Romance,106.15,2001,2.6
Nor card out gun,Thriller,139.75,2023,2.8
Floor language cut,Romance,69.66,2008,4.1
Man learn,Sci-Fi,56.56,1990,4.1
Former interest travel,Documentary,123.49,2023,3.8
Energy pressure civil,Romance,22.9,1988,2.8
Sit with local agent,Action,76.96,1984,3.5
While guess,Sci-Fi,113.81,2016,4.2
Paper finish,Documentary,175.35,2000,2.9
Region TV spend,Romance,125.98,2009,3.3
Color light,Horror,120.66,1995,2.8
Main husband first,Sci-Fi,140.29,1989,3.0
Glass,Thriller,27.77,2018,3.8
Great election,Horror,30.2,2020,4.6
Test smile management,Horror,73.51,2007,4.0
Also book,Thriller,115.44,1988,4.3
Example bar hear,Thriller,27.94,2024,3.3
Effort environment fish,Drama,55.03,2013,4.7
Guy source speech,Romance,141.26,2012,4.0
Class body,Drama,72.11,2025,2.1
Space yes wife,Thriller,136.45,1988,4.2
War short,Horror,79.45,2002,3.9
Sure group world style,Thriller,58.9,2015,2.1
Task land,Documentary,110.15,1986,2.7
Since system environmental,Thriller,109.55,2005,3.9
Democrat light,Action,38.3,1986,4.7
Between budget necessary,Thriller,52.0,2004,4.2
Join rise give financial,Comedy,83.44,2008,2.1
We sound put,Drama,169.6,1994,4.1
Lay member,Comedy,31.67,2019,4.3
Two example necessary,Romance,57.89,2021,2.9
Weight seem long,Thriller,166.05,1988,2.2
Dinner seem compare,Documentary,40.96,1983,3.2
Family professor little,Horror,43.93,2003,4.0
Pass edge,Horror,63.87,2025,3.7
Defense along need,Comedy,108.77,2021,2.6
People gas smile,Documentary,90.89,1999,4.7
Become six up,Romance,83.15,1992,4.5
Director subject,Documentary,83.3,2011,2.9
Great hour shake,Action,92.54,2018,3.8
Green about,Drama,176.31,2004,2.7
Response officer civil,Comedy,127.8,1987,4.6
Note last,Drama,145.0,2011,4.2
General letter check,Sci-Fi,76.59,2011,4.5
Push,Comedy,85.0,1988,4.4
Budget you,Romance,136.68,1994,3.1
Enough girl quickly,Drama,36.71,2019,2.6
Feeling enjoy beat,Action,39.7,2009,2.4
Wear product often,Comedy,171.82,2001,4.1
Although piece role,Romance,38.16,2007,2.4
Voice while,Sci-Fi,134.17,2021,3.2
Boy not,Documentary,118.45,2015,3.7
Fund stock report,Action,157.07,2019,2.6
Agree rest site,Romance,35.94,2013,2.1
Wish bag four,Thriller,165.33,2020,2.1
Often use,Action,45.22,2005,3.2
Ten a push,Documentary,169.84,1981,2.7
Painting manager,Comedy,36.04,1992,3.4
Scene cup authority all,Sci-Fi,119.92,1987,3.6
Thank capital room,Sci-Fi,100.94,1986,2.4
Wide day run,Documentary,89.73,1998,2.1
Drop ago,Sci-Fi,76.8,1987,3.8
Talk senior,Drama,135.99,1988,3.0
Summer energy boy memory,Documentary,120.5,2010,4.0
Peace real,Documentary,129.94,2006,2.6
Leg design baby,Horror,150.04,1994,3.8
Account medical side,Documentary,131.41,1998,3.8
Responsibility race best information,Documentary,72.36,2014,2.1
Skin person,Sci-Fi,40.91,1999,3.1
President southern,Comedy,61.74,2013,3.3
Speak according,Drama,172.4,1987,3.4
Sense matter,Sci-Fi,163.14,1998,2.6
Include carry improve,Thriller,88.68,2015,2.7
Own mean think,Action,103.23,2022,2.4
Maybe keep sense,Sci-Fi,126.64,1989,2.1
Stock cut discussion,Thriller,83.56,2008,4.1
Against star,Drama,108.78,1998,2.9
Up television,Drama,56.76,2002,2.8
Expert center,Sci-Fi,144.45,1990,4.7
Run fill cover,Documentary,119.07,2016,4.2
Policy could,Documentary,123.37,2017,3.7
Range white,Sci-Fi,173.18,2020,3.8
Much game catch,Comedy,107.87,1998,4.3
Push idea,Comedy,176.56,2000,3.5
Want Mr door,Drama,106.83,1987,4.5
Account group speak,Thriller,89.16,2013,3.7
Civil from apply,Comedy,84.36,1999,3.9
Continue television,Comedy,130.0,1989,4.0
Owner loss consumer,Drama,144.29,2023,4.8
Key increase,Action,24.52,2014,3.4
Part,Thriller,142.01,1992,3.8
Need test,Documentary,26.44,1983,2.4
Sea type buy,Thriller,59.87,2008,2.7
Lose pay fast,Romance,46.75,2019,3.2
True project,Drama,152.01,2025,3.8
Meeting allow run,Horror,158.44,2008,3.4
Example be hold,Thriller,133.66,2012,2.6
Play provide toward,Romance,154.64,1988,3.6
Sit out system,Horror,71.36,2012,2.2
Catch increase,Sci-Fi,89.9,2017,3.4
Sound painting,Drama,25.25,2018,3.3
Water worry,Drama,84.11,1998,4.2
Huge cell subject,Action,109.64,2005,2.9
Financial watch,Thriller,28.04,2020,3.2
Respond size,Comedy,101.72,1981,3.7
Job home,Documentary,53.21,1988,2.4
History us,Horror,114.54,1988,2.5
Week spring bad,Horror,27.81,1997,4.0
Degree mother,Horror,159.92,2015,3.2
Often how,Sci-Fi,88.76,1989,4.5
Financial south part,Horror,158.83,2004,3.5
Computer line week,Sci-Fi,70.09,1995,3.0
Produce newspaper total show,Romance,103.12,1980,2.8
Debate,Action,45.27,2023,3.4
Attention,Drama,85.01,2012,4.4
Wish make lay,Sci-Fi,60.84,1995,3.3
Candidate red probably,Horror,162.35,1981,3.6
Allow benefit window,Documentary,94.06,2010,2.5
Hold single sell,Horror,75.9,2013,3.8
Call,Horror,75.58,2006,3.1
Reach action action,Documentary,46.18,1984,4.4
Language school,Thriller,82.87,2005,2.0
Condition eye candidate,Documentary,23.82,1996,4.1
Century candidate,Action,57.88,2017,4.1
Future create financial,Thriller,100.39,1998,3.5
Maintain look,Horror,123.51,1991,3.3
Cost drop often under,Thriller,98.73,2003,3.9
Character set determine,Thriller,107.76,2006,4.5
Program event federal,Drama,61.68,2022,2.2
Develop no expert,Action,126.36,1988,3.7
Occur religious our,Documentary,157.7,2002,3.4
Article stop modern,Romance,78.56,2019,2.4
Act concern memory,Drama,33.63,1982,4.5
Region truth,Sci-Fi,80.78,1983,3.6
Address discussion her,Romance,145.73,2005,4.6
Minute sign,Thriller,21.42,2014,2.1
Class ask enjoy,Thriller,30.74,1984,2.7
East where,Romance,119.02,1984,4.5
Them main,Romance,79.97,1981,3.4
Ball sport,Thriller,128.51,2010,3.5
Health evening this,Romance,148.86,2004,4.6
South lawyer,Comedy,40.38,2007,3.7
Chance contain,Action,73.6,1984,4.1
Cover everybody business,Sci-Fi,96.31,2021,2.7
Benefit month,Documentary,95.87,2002,3.8
Voice cold space,Drama,156.73,2005,4.8
Line exist none act,Sci-Fi,49.79,2015,3.0
Carry evidence,Comedy,92.95,2013,2.1
Really office,Horror,82.0,2023,3.5
Good both,Action,125.4,1988,3.3
Work task market,Comedy,107.12,2000,4.7
Sense,Thriller,48.71,2004,4.6
Listen recently several,Thriller,154.03,2012,4.1
Whom democratic,Horror,123.19,2007,4.1
Poor kind foot,Horror,35.42,2012,4.2
Senior throw staff,Thriller,78.05,1993,3.4
Property final,Documentary,120.24,1985,2.7
Social religious,Horror,65.63,2006,3.1
More civil,Thriller,54.57,2000,4.4
Network ask,Drama,139.73,1983,3.8
Two college,Drama,159.52,2024,3.5
Start development deep,Horror,44.86,1993,4.5
House sea phone,Romance,169.15,1995,4.7
Plan,Horror,168.51,1983,3.7
Crime approach respond,Thriller,174.63,1997,3.2
Stand,Thriller,145.87,2004,3.9
Major,Documentary,102.98,1989,2.2
Season my offer,Romance,38.04,1980,3.6
Good thought exist,Thriller,179.0,1993,4.3
Student evening,Action,135.05,2014,3.9
Deep baby,Action,77.92,2025,2.0
Space nor Democrat,Documentary,105.85,2001,3.1
Season develop parent,Romance,147.63,1986,4.5
To you Mrs,Thriller,23.23,2004,4.8
Wonder rather,Documentary,111.53,1989,2.1
Father fill,Comedy,67.91,1990,2.3
Deep you short,Romance,100.9,1988,2.9
Standard,Drama,57.34,1984,3.7
Republican include,Sci-Fi,70.79,2022,3.6
House Congress tree,Sci-Fi,172.38,1996,3.5
Attorney fly,Romance,94.19,1988,3.1
Many ability nice,Romance,60.33,1998,2.2
Agent often black,Action,132.26,1998,3.4
Company base try,Documentary,137.62,1994,3.0
Maintain certain life,Documentary,125.08,1989,4.1
Man,Documentary,93.63,2008,3.0
Provide throw general,Documentary,63.34,2022,4.2
Themselves,Drama,38.09,1983,4.0
Hold,Sci-Fi,145.74,2020,2.5
Perform stage garden,Thriller,40.66,2005,4.6
Suggest choice,Thriller,154.15,1980,3.7
Suggest build,Sci-Fi,130.75,2019,4.5
Letter fine,Horror,140.84,1998,2.3
Few use,Drama,144.27,2017,4.1
Effect manage fish,Romance,153.42,2016,4.8
Move campaign,Horror,40.36,1992,3.3
Brother future,Action,91.88,2011,2.2
Serious indicate least,Thriller,127.72,2006,3.8
Meeting answer talk,Horror,173.25,2007,2.8
Together maintain those,Action,155.47,2007,4.1
Billion reduce,Documentary,70.23,2000,2.3
Fly authority section,Romance,146.51,1997,2.4
Summer herself,Drama,123.46,1988,4.0
Sense year,Horror,75.25,1987,2.8
Industry case,Romance,54.53,2024,2.9
Pretty certain manager,Sci-Fi,29.65,2005,2.5
Himself his,Thriller,24.29,1991,3.6
Involve simply camera,Comedy,26.13,2018,3.9
Number science,Drama,122.33,1991,4.8
Agreement attack air happy,Action,157.85,1988,3.2
Check rule alone,Documentary,92.35,1991,4.5
Accept difference,Horror,173.56,2014,4.5
Use activity,Sci-Fi,91.93,2007,3.8
Fast note ready,Action,156.5,2009,3.6
Responsibility standard or,Documentary,141.55,1985,3.1
Road,Horror,127.02,1997,3.7
Wish evening clear,Drama,34.49,2021,4.5
Listen cover,Comedy,55.27,2010,4.3
More right allow,Sci-Fi,48.72,1988,3.0
Detail sure,Thriller,177.91,1989,2.9
Seat record brother,Romance,68.77,2018,3.5
Drive either growth tonight,Documentary,174.35,2015,2.1
Different teach,Action,92.78,2021,3.1
Religious,Drama,154.68,2005,4.5
Resource process popular,Thriller,116.13,1986,3.7
Win agreement,Documentary,33.02,2025,4.2
Simple receive,Sci-Fi,82.31,1990,3.1
Wall expect size identify,Romance,88.77,2002,3.7
Family still,Thriller,44.1,1986,3.6
Lawyer seem occur pull,Drama,169.58,1996,2.1
Including exist,Horror,145.28,2021,3.7
Usually wife whose,Horror,67.26,2021,2.4
Clearly carry,Thriller,126.44,2004,4.3
Within notice law,Romance,97.61,2008,3.6
Growth customer memory,Sci-Fi,62.17,2004,4.7
Option from,Sci-Fi,176.08,1981,4.7
Half fine,Thriller,177.06,2014,3.0
Sense dark however,Comedy,23.8,1980,3.7
Ever direction,Action,20.1,1994,4.8
Into street,Sci-Fi,58.2,1994,3.0
Vote that issue,Drama,167.89,1985,2.5
Impact base left,Romance,151.53,2015,4.5
Including company assume,Drama,91.75,1999,4.0
Serious at,Thriller,118.09,2005,2.4
Since trouble there,Documentary,119.61,1984,2.3
Send huge care,Thriller,145.32,1989,2.2
Identify them,Sci-Fi,88.73,2010,4.5
Hand fill see,Sci-Fi,138.17,1998,3.4
End she,Documentary,140.35,2018,4.3
Lay never,Documentary,26.46,2020,3.7
Remember state finish,Sci-Fi,33.39,2010,3.6
Network white,Romance,56.66,1999,4.7
Wear foreign,Thriller,145.37,1996,2.3
Them natural,Drama,176.58,2024,3.0
Able call social,Action,175.14,2006,4.1
Get manage,Horror,62.14,2017,2.6
Act without discussion,Thriller,55.02,2004,3.2
Nation resource,Sci-Fi,157.2,2002,3.3
Subject difference response,Comedy,39.47,2001,4.7
Apply,Action,74.82,1984,4.6
Policy recently,Romance,152.61,2007,2.7
Professional training at,Horror,96.35,2001,2.8
Would time nor,Comedy,40.78,1992,4.7
Hair her article,Sci-Fi,101.05,1980,3.2
Long police,Action,35.84,2020,4.3
Newspaper,Sci-Fi,113.4,1997,4.4
Industry card,Action,31.43,1987,2.6
Could fish over,Romance,102.9,1986,2.1
Whatever,Action,71.09,2024,3.8
Different community performance,Documentary,130.76,1992,2.4
Thing everyone,Romance,79.11,2006,3.9
Professional street,Action,115.42,2019,4.6
Describe environment,Action,141.48,2021,4.6
Part never,Horror,127.89,2008,3.5
Major can part,Thriller,123.31,1987,3.1
Develop left attack,Sci-Fi,63.81,1990,3.6
Six specific standard,Documentary,146.39,1996,3.9
Product compare until,Comedy,120.1,2005,3.1
Education specific admit,Drama,153.23,2012,3.7
Mrs cell,Thriller,155.55,2004,2.5
Site really off professional,Comedy,67.78,2007,2.3
Raise take however,Documentary,81.95,2014,3.5
Understand idea half,Drama,43.93,2000,3.7
Person accept involve,Sci-Fi,49.05,2025,2.4
Six,Romance,109.29,2022,2.4
Six glass somebody,Sci-Fi,52.37,2020,4.1
Fine while allow,Documentary,122.35,1980,2.4
Bit trade sell,Comedy,141.59,2011,2.7
Blood instead hope,Romance,125.99,1983,2.5
Continue stage,Sci-Fi,56.46,2025,3.3
Threat bad laugh way,Comedy,27.5,2024,3.4
He everything,Horror,52.41,1993,2.2
Bit church husband,Romance,39.71,2013,4.7
Language,Drama,60.08,2015,4.1
Mission science,Horror,77.42,1999,3.4
Bit rate which,Horror,91.65,2010,2.3
Future eight fund,Romance,64.02,2021,2.3
Start sometimes rise,Drama,153.47,2024,3.1
Song building man,Horror,82.15,1992,3.3
Card team continue,Comedy,107.49,2006,4.0
Human talk,Comedy,33.56,1995,4.4
Meet job,Documentary,75.29,1987,2.9
Fall site education,Sci-Fi,85.52,2018,2.3
Where,Action,142.94,2018,3.6
Pretty,Romance,98.07,1990,3.6
Look plant none,Comedy,158.05,2003,3.1
Issue box purpose,Romance,155.92,2002,2.9
Policy tonight work,Documentary,50.17,1985,3.4
Piece candidate least,Drama,137.27,1994,4.1
Still wonder,Sci-Fi,172.32,2018,2.1
Recent door,Drama,126.46,2010,3.2
Maintain consumer,Action,144.89,2019,3.3
Although walk,Thriller,27.38,2011,2.8
Break nearly,Drama,51.72,2017,4.0
Great,Horror,174.91,2014,2.1
Strong,Documentary,56.97,2021,2.3
Thank trip,Thriller,122.11,2002,2.7
Idea,Action,21.25,1984,3.1
National per lose,Comedy,154.08,1998,2.1
Watch ready shoulder,Horror,47.07,2018,2.6
Issue drug,Sci-Fi,121.34,2020,3.4
Fast machine process benefit,Action,71.61,2001,2.6
Night source science,Horror,135.12,1987,3.1
Beyond certainly instead,Action,179.2,1994,4.7
Build maintain factor,Romance,100.26,2000,2.1
Simply over which,Documentary,114.81,2014,3.8
Free argue pay,Romance,26.88,1980,3.8
Pick front,Drama,70.71,1982,4.1
People often way,Thriller,133.13,1995,4.5
Marriage bit,Sci-Fi,45.22,2008,4.8
Rest moment stuff,Comedy,90.97,2015,3.9
Continue least,Drama,50.62,2007,4.0
Result,Romance,176.25,2005,2.8
Second bill right,Drama,75.04,2014,4.7
Effort attention suddenly,Romance,162.53,2008,4.2
Common,Romance,23.78,2012,4.5
Upon house drop,Horror,102.26,2013,3.7
Different avoid,Action,93.1,2023,3.8
Drop quality vote,Sci-Fi,96.52,2018,2.5
Time right,Horror,119.1,1996,3.0
Sometimes though,Thriller,171.71,2015,4.8
Well here degree,Comedy,120.24,1997,3.1
Responsibility building either,Comedy,171.16,2020,4.3
Or college that,Documentary,178.12,2018,3.7
Quite we,Drama,176.76,2001,4.6
New serve agree,Thriller,64.98,2017,2.9
Less hand edge,Drama,170.19,2010,3.0
Every marriage ask who,Romance,158.92,1993,4.3
Media step read,Drama,24.92,2010,3.2
Strong capital push,Documentary,130.8,1987,4.0
Art address board,Drama,160.62,1984,2.4
Rather,Drama,87.43,2020,4.1
Yeah head available,Comedy,94.15,1981,3.3
Boy resource study,Action,56.16,2021,3.7
Since again approach,Sci-Fi,171.77,1983,3.6
Will suggest whatever,Horror,172.41,1988,4.2
Town training live,Horror,133.77,2005,3.4
Catch imagine reality,Drama,159.37,2014,2.2
Environmental during,Drama,122.32,1991,2.8
Look reality,Horror,126.85,2003,3.8
Program teach major,Sci-Fi,168.41,1993,2.5
Individual game right,Sci-Fi,157.97,1987,4.1
Claim class when,Thriller,168.02,1981,4.0
Character budget,Horror,50.32,2025,4.2
Bar father light,Thriller,61.91,1997,3.4
Serious discussion attorney theory,Action,160.81,2016,2.5
Her keep wonder,Action,58.66,1981,2.9
Experience air play,Drama,171.87,1995,4.4
Reason dream forward,Romance,166.73,2013,3.4
Everybody treatment administration,Action,84.86,2015,2.3
Soldier shoulder,Horror,87.9,2005,3.2
Serious choose establish,Comedy,112.17,2004,2.8
Either,Romance,22.05,2012,3.0
Bar view per development,Thriller,164.2,2001,4.2
Occur matter hotel,Drama,138.1,2017,2.5
Hospital themselves,Thriller,178.51,2025,2.4
Court,Romance,85.45,2012,2.0
Able green cell,Action,125.2,2017,4.2
Order term,Comedy,122.1,2023,2.1
Develop spring former,Documentary,177.57,2004,4.7
Parent authority,Horror,148.64,2023,4.2
Apply successful out past,Documentary,36.65,2007,3.7
Issue receive,Comedy,140.5,2002,3.4
Involve,Drama,90.14,2016,3.8
Newspaper peace,Documentary,113.52,2025,3.8
Need truth effect,Sci-Fi,93.43,1992,2.8
Meeting trouble,Romance,116.51,2002,3.5
Political rise,Comedy,179.38,2007,3.3
Hold still situation,Horror,49.16,1983,4.3
Wind me,Comedy,172.85,2006,4.1
Old show beat,Drama,164.62,1981,4.2
Soon war,Documentary,43.05,1992,3.4
Approach deep,Comedy,156.57,2009,3.4
Investment financial step,Romance,41.13,2024,3.8
Experience evening week,Documentary,65.86,2010,4.1
According defense happen ball,Thriller,111.91,2016,3.2
Easy prevent note level,Romance,49.98,1998,2.7
Inside budget environmental,Sci-Fi,86.01,2019,2.4
Decision dog,Action,157.55,2019,2.2
Fact both,Horror,61.86,1992,2.7
At our later,Thriller,68.99,2011,4.5
Both herself,Sci-Fi,155.8,2014,3.4
Activity truth senior,Horror,120.09,2011,4.0
She dinner word,Comedy,77.98,1997,2.7
Point leave think,Horror,166.54,1996,3.3
Again early at,Drama,164.85,2006,2.6
Board your month,Comedy,122.04,2016,2.1
One speak,Comedy,174.64,1997,3.7
Class color special floor,Comedy,83.89,1981,4.7
Ten of letter,Romance,166.34,2016,4.2
Guy word,Drama,76.67,1996,2.7
Current put,Sci-Fi,51.64,1990,3.0
Itself,Drama,161.26,1999,4.5
Force skin,Thriller,179.17,1987,2.8
Off own look,Horror,96.31,2021,3.0
Necessary activity,Sci-Fi,165.73,1992,4.3
Reality small,Comedy,119.31,1989,2.9
Just out second,Action,113.25,1990,3.9
Dog return,Drama,148.44,2024,4.6
Word project,Horror,43.14,1999,2.8
Name sense,Horror,164.7,2000,4.2
Tonight suffer,Horror,82.59,2001,2.6
Something teach,Action,140.19,2015,2.1
Authority believe,Romance,61.3,1997,2.8
Yeah draw,Romance,126.5,2004,3.5
Future,Action,73.16,1986,3.7
May among something,Action,75.92,1984,3.8
Nation ten husband,Romance,70.31,1991,4.4
To add travel allow,Horror,81.79,1990,2.8
Use oil,Action,152.52,1980,3.8
He technology,Horror,74.92,1993,2.6
Fire air,Drama,25.06,1990,2.1
Executive shoulder field,Documentary,86.76,1986,4.0
Class generation,Sci-Fi,30.44,1981,4.7
Space describe,Horror,113.18,2013,2.8
Happen few,Drama,48.56,2003,3.0
Moment nation pick,Romance,117.15,2015,3.7
My,Documentary,94.08,1990,4.7
Suggest eye,Thriller,103.5,2003,2.3
Same one,Horror,139.57,2002,3.9
Break smile,Sci-Fi,170.6,2013,4.1
Keep skin act,Thriller,170.74,2020,2.8
Collection dark,Action,47.76,1980,2.2
Capital speak push identify,Comedy,156.4,1989,3.3
Job medical house home,Sci-Fi,148.97,1992,3.7
Daughter rich,Comedy,149.27,1989,3.2
Able director move,Documentary,55.52,2025,4.7
Will beyond edge,Documentary,111.06,2024,2.1
Heavy half,Action,90.06,1993,3.3
Reality free series,Sci-Fi,23.38,1983,2.7
Art during,Documentary,75.29,1985,3.1
Action individual and,Action,165.39,1990,3.6
After,Documentary,25.47,1992,4.2
Sometimes threat health blue,Action,125.78,2006,2.3
Leader out network,Horror,49.7,2009,2.2
Office a doctor,Sci-Fi,91.06,2011,4.1
Worker never,Drama,152.88,1999,4.6
Course travel,Sci-Fi,99.16,2013,2.2
Customer concern,Action,123.6,1993,3.9
Evening shake,Action,115.66,1988,4.2
Traditional bad kid,Comedy,98.32,2006,3.5
Tree guy,Action,163.04,2015,2.5
System generation,Documentary,129.24,1998,3.8
Accept,Thriller,101.71,2007,4.4
Growth sit several,Sci-Fi,35.63,2024,3.4
Face result,Comedy,147.96,1991,3.0
Law story,Sci-Fi,26.5,2023,4.4
Value,Sci-Fi,115.84,2018,4.5
Yard nearly push,Horror,32.48,2008,2.8
Really,Action,68.11,2004,4.6
Behind economic model,Action,163.67,2003,4.1
Nature entire,Action,175.95,1988,2.8
Away shake,Sci-Fi,49.31,1986,2.5
